,time_crime_hour,location_description,cnt,__fileposition__
1,1,"STREET",65911,0
2,1,"RESIDENCE",31321,26
3,1,"APARTMENT",25329,55
4,1,"SIDEWALK",20983,84
5,1,"BAR OR TAVERN",5852,112
6,1,"OTHER",5232,145
7,1,"ALLEY",4927,170
8,1,"VEHICLE NON-COMMERCIAL",4716,195
9,1,"PARKING LOT/GARAGE(NON.RESID.)",4087,237
10,1,"RESIDENCE-GARAGE",3704,287
11,1,"RESIDENCE PORCH/HALLWAY",3501,323
12,1,"RESTAURANT",3248,366
13,1,"GAS STATION",2790,396
14,1,"RESIDENTIAL YARD (FRONT/BACK)",1858,427
15,1,"TAVERN/LIQUOR STORE",1811,476
16,1,"CHA APARTMENT",1446,515
17,1,"SMALL RETAIL STORE",1413,548
18,1,"CHA PARKING LOT/GROUNDS",1351,586
19,1,"GROCERY FOOD STORE",1183,629
20,1,"HOTEL/MOTEL",1161,667
21,1,"DRIVEWAY - RESIDENTIAL",777,698
22,1,"CTA TRAIN",725,740
23,1,"PARK PROPERTY",709,769
24,1,"CTA PLATFORM",649,802
25,1,"CHA HALLWAY/STAIRWELL/ELEVATOR",630,834
26,1,"TAXICAB",584,884
27,1,"COMMERCIAL / BUSINESS OFFICE",569,911
28,1,"POLICE FACILITY/VEH PARKING LOT",543,959
29,1,"VACANT LOT/LAND",530,1010
30,1,"CONVENIENCE STORE",476,1045
31,1,"HOSPITAL BUILDING/GROUNDS",469,1082
32,1,"DRUG STORE",367,1127
33,1,"SCHOOL, PUBLIC, BUILDING",319,1157
34,1,"CTA BUS",225,1201
35,1,"AIRPORT/AIRCRAFT",219,1228
36,1,"ATM (AUTOMATIC TELLER MACHINE)",213,1264
37,1,"WAREHOUSE",203,1314
38,1,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",202,1343
39,1,"CONSTRUCTION SITE",198,1396
40,1,"FACTORY/MANUFACTURING BUILDING",196,1433
41,1,"DEPARTMENT STORE",189,1483
42,1,"VEHICLE-COMMERCIAL",185,1519
43,1,"ABANDONED BUILDING",184,1557
44,1,"BARBERSHOP",177,1595
45,1,"OTHER RAILROAD PROP / TRAIN DEPOT",177,1625
46,1,"NURSING HOME/RETIREMENT HOME",164,1678
47,1,"GOVERNMENT BUILDING/PROPERTY",162,1726
48,1,"CTA GARAGE / OTHER PROPERTY",157,1774
49,1,"BANK",138,1821
50,1,"CTA BUS STOP",130,1845
51,1,"SCHOOL, PUBLIC, GROUNDS",120,1877
52,1,"CLEANING STORE",106,1920
53,1,"SCHOOL, PRIVATE, BUILDING",105,1954
54,1,"CURRENCY EXCHANGE",101,1999
55,1,"AUTO",82,2036
56,1,"MOVIE HOUSE/THEATER",75,2060
57,1,"MEDICAL/DENTAL OFFICE",73,2099
58,1,"SPORTS ARENA/STADIUM",68,2140
59,1,"COLLEGE/UNIVERSITY GROUNDS",67,2180
60,1,"CTA STATION",64,2226
61,1,"OTHER COMMERCIAL TRANSPORTATION",61,2257
62,1,"ATHLETIC CLUB",60,2308
63,1,"CAR WASH",55,2341
64,1,"BOWLING ALLEY",53,2369
65,1,"COLLEGE/UNIVERSITY RESIDENCE HALL",53,2402
66,1,"",49,2455
67,1,"HIGHWAY/EXPRESSWAY",45,2475
68,1,"JAIL / LOCK-UP FACILITY",38,2513
69,1,"SCHOOL, PRIVATE, GROUNDS",36,2556
70,1,"BOAT/WATERCRAFT",29,2600
71,1,"POOL ROOM",28,2635
72,1,"APPLIANCE STORE",25,2664
73,1,"DAY CARE CENTER",25,2699
74,1,"LAKEFRONT/WATERFRONT/RIVERBANK",25,2734
75,1,"AIRPORT VENDING ESTABLISHMENT",24,2784
76,1,"FIRE STATION",24,2833
77,1,"COIN OPERATED MACHINE",22,2865
78,1,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",19,2906
79,1,"VEHICLE - OTHER RIDE SERVICE",17,2972
80,1,"PORCH",16,3020
81,1,"AIRPORT EXTERIOR - NON-SECURE AREA",15,3045
82,1,"ANIMAL HOSPITAL",15,3099
83,1,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",14,3134
84,1,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",14,3201
85,1,"BRIDGE",14,3263
86,1,"DELIVERY TRUCK",14,3289
87,1,"HOUSE",14,3323
88,1,"LIBRARY",13,3348
89,1,"YARD",13,3375
90,1,"PARKING LOT",12,3399
91,1,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",11,3430
92,1,"FEDERAL BUILDING",8,3496
93,1,"AIRCRAFT",7,3532
94,1,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",7,3560
95,1,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",7,3623
96,1,"GANGWAY",7,3685
97,1,"PAWN SHOP",6,3712
98,1,"VACANT LOT",6,3741
99,1,"CREDIT UNION",5,3771
100,1,"CTA TRACKS - RIGHT OF WAY",5,3803
101,1,"FOREST PRESERVE",5,3848
102,1,"HALLWAY",5,3883
103,1,"TAVERN",5,3910
104,1,"AIRPORT EXTERIOR - SECURE AREA",4,3936
105,1,"CHA PARKING LOT",4,3986
106,1,"NEWSSTAND",4,4021
107,1,"CLUB",3,4050
108,1,"GAS STATION DRIVE/PROP.",3,4074
109,1,"AIRPORT PARKING LOT",2,4117
110,1,"CEMETARY",2,4156
111,1,"CHA GROUNDS",2,4184
112,1,"SAVINGS AND LOAN",2,4215
113,1,"STAIRWELL",2,4251
114,1,"AIRPORT TRANSPORTATION SYSTEM (ATS)",1,4280
115,1,"BANQUET HALL",1,4335
116,1,"BARBER SHOP/BEAUTY SALON",1,4367
117,1,"BASEMENT",1,4411
118,1,"CHA HALLWAY",1,4439
119,1,"DRIVEWAY",1,4470
120,1,"GARAGE",1,4498
121,1,"LIQUOR STORE",1,4524
122,1,"RETAIL STORE",1,4556
123,1,"RIVER",1,4588
124,1,"TAXI CAB",1,4613
125,1,"VEHICLE - DELIVERY TRUCK",1,4641
126,2,"STREET",54293,4685
127,2,"RESIDENCE",26345,4711
128,2,"APARTMENT",21669,4740
129,2,"SIDEWALK",17236,4769
130,2,"BAR OR TAVERN",5317,4797
131,2,"OTHER",4329,4830
132,2,"VEHICLE NON-COMMERCIAL",4129,4855
133,2,"ALLEY",4036,4897
134,2,"PARKING LOT/GARAGE(NON.RESID.)",3522,4922
135,2,"RESTAURANT",2996,4972
136,2,"RESIDENCE PORCH/HALLWAY",2806,5002
137,2,"RESIDENCE-GARAGE",2671,5045
138,2,"GAS STATION",2446,5081
139,2,"RESIDENTIAL YARD (FRONT/BACK)",1485,5112
140,2,"TAVERN/LIQUOR STORE",1470,5161
141,2,"SMALL RETAIL STORE",1429,5200
142,2,"CHA APARTMENT",1283,5238
143,2,"HOTEL/MOTEL",1079,5271
144,2,"GROCERY FOOD STORE",952,5302
145,2,"CHA PARKING LOT/GROUNDS",928,5340
146,2,"CTA TRAIN",808,5383
147,2,"DRIVEWAY - RESIDENTIAL",690,5412
148,2,"TAXICAB",636,5454
149,2,"CTA PLATFORM",560,5481
150,2,"PARK PROPERTY",526,5513
151,2,"POLICE FACILITY/VEH PARKING LOT",524,5546
152,2,"COMMERCIAL / BUSINESS OFFICE",517,5597
153,2,"CHA HALLWAY/STAIRWELL/ELEVATOR",493,5645
154,2,"HOSPITAL BUILDING/GROUNDS",419,5695
155,2,"CONVENIENCE STORE",414,5740
156,2,"VACANT LOT/LAND",360,5777
157,2,"DRUG STORE",289,5812
158,2,"ATM (AUTOMATIC TELLER MACHINE)",256,5842
159,2,"SCHOOL, PUBLIC, BUILDING",229,5892
160,2,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",191,5936
161,2,"CONSTRUCTION SITE",189,5989
162,2,"DEPARTMENT STORE",167,6026
163,2,"CTA GARAGE / OTHER PROPERTY",167,6062
164,2,"BARBERSHOP",163,6109
165,2,"VEHICLE-COMMERCIAL",160,6139
166,2,"WAREHOUSE",156,6177
167,2,"NURSING HOME/RETIREMENT HOME",156,6206
168,2,"OTHER RAILROAD PROP / TRAIN DEPOT",155,6254
169,2,"CTA BUS",154,6307
170,2,"ABANDONED BUILDING",151,6334
171,2,"FACTORY/MANUFACTURING BUILDING",146,6372
172,2,"GOVERNMENT BUILDING/PROPERTY",138,6422
173,2,"BANK",120,6470
174,2,"CTA BUS STOP",119,6494
175,2,"CLEANING STORE",113,6526
176,2,"AIRPORT/AIRCRAFT",112,6560
177,2,"SCHOOL, PRIVATE, BUILDING",102,6596
178,2,"SCHOOL, PUBLIC, GROUNDS",94,6641
179,2,"CURRENCY EXCHANGE",91,6684
180,2,"AUTO",81,6721
181,2,"COLLEGE/UNIVERSITY RESIDENCE HALL",71,6745
182,2,"MEDICAL/DENTAL OFFICE",69,6798
183,2,"SPORTS ARENA/STADIUM",62,6839
184,2,"OTHER COMMERCIAL TRANSPORTATION",55,6879
185,2,"MOVIE HOUSE/THEATER",53,6930
186,2,"COLLEGE/UNIVERSITY GROUNDS",52,6969
187,2,"CAR WASH",52,7015
188,2,"HIGHWAY/EXPRESSWAY",51,7043
189,2,"ATHLETIC CLUB",48,7081
190,2,"CTA STATION",46,7114
191,2,"JAIL / LOCK-UP FACILITY",44,7145
192,2,"APPLIANCE STORE",33,7188
193,2,"",32,7223
194,2,"BOWLING ALLEY",30,7243
195,2,"FIRE STATION",28,7276
196,2,"SCHOOL, PRIVATE, GROUNDS",25,7308
197,2,"DAY CARE CENTER",25,7352
198,2,"BOAT/WATERCRAFT",25,7387
199,2,"DELIVERY TRUCK",23,7422
200,2,"POOL ROOM",21,7456
201,2,"LAKEFRONT/WATERFRONT/RIVERBANK",20,7485
202,2,"COIN OPERATED MACHINE",20,7535
203,2,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",18,7576
204,2,"LIBRARY",17,7642
205,2,"VEHICLE - OTHER RIDE SERVICE",17,7669
206,2,"HOUSE",17,7717
207,2,"PORCH",16,7742
208,2,"BRIDGE",14,7767
209,2,"AIRPORT VENDING ESTABLISHMENT",13,7793
210,2,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",11,7842
211,2,"ANIMAL HOSPITAL",11,7909
212,2,"YARD",9,7944
213,2,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",9,7968
214,2,"SAVINGS AND LOAN",9,8034
215,2,"AIRPORT EXTERIOR - NON-SECURE AREA",8,8070
216,2,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",8,8124
217,2,"PARKING LOT",7,8186
218,2,"TAVERN",7,8217
219,2,"FEDERAL BUILDING",7,8243
220,2,"AIRPORT EXTERIOR - SECURE AREA",6,8279
221,2,"NEWSSTAND",6,8329
222,2,"CREDIT UNION",5,8358
223,2,"AIRCRAFT",5,8390
224,2,"FOREST PRESERVE",5,8418
225,2,"GARAGE",4,8453
226,2,"VACANT LOT",4,8479
227,2,"PAWN SHOP",4,8509
228,2,"GANGWAY",4,8538
229,2,"AIRPORT PARKING LOT",4,8565
230,2,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",3,8604
231,2,"CHA HALLWAY",3,8666
232,2,"CTA TRACKS - RIGHT OF WAY",3,8697
233,2,"AIRPORT TRANSPORTATION SYSTEM (ATS)",3,8742
234,2,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",3,8797
235,2,"HALLWAY",3,8860
236,2,"VESTIBULE",2,8887
237,2,"CEMETARY",2,8916
238,2,"VEHICLE - DELIVERY TRUCK",2,8944
