,time_crime_hour,location_description,cnt,__fileposition__
1692,14,"OTHER RAILROAD PROP / TRAIN DEPOT",308,63883
1693,14,"PARK PROPERTY",3073,63936
1694,14,"PARKING LOT",6,63969
1695,14,"PARKING LOT/GARAGE(NON.RESID.)",9822,64000
1696,14,"PAWN SHOP",40,64050
1697,14,"POLICE FACILITY/VEH PARKING LOT",615,64079
1698,14,"POOL ROOM",39,64130
1699,14,"PORCH",7,64159
1700,14,"PRAIRIE",1,64184
1701,14,"RAILROAD PROPERTY",1,64211
1702,14,"RESIDENCE",50615,64248
1703,14,"RESIDENCE PORCH/HALLWAY",5639,64277
1704,14,"RESIDENCE-GARAGE",4476,64320
1705,14,"RESIDENTIAL YARD (FRONT/BACK)",2964,64356
1706,14,"RESTAURANT",5342,64405
1707,14,"RETAIL STORE",6,64435
1708,14,"SAVINGS AND LOAN",18,64467
1709,14,"SCHOOL YARD",1,64503
1710,14,"SCHOOL, PRIVATE, BUILDING",1133,64534
1711,14,"SCHOOL, PRIVATE, GROUNDS",413,64579
1712,14,"SCHOOL, PUBLIC, BUILDING",16954,64623
1713,14,"SCHOOL, PUBLIC, GROUNDS",4696,64667
1714,14,"SIDEWALK",35679,64710
1715,14,"SMALL RETAIL STORE",9167,64738
1716,14,"SPORTS ARENA/STADIUM",199,64776
1717,14,"STREET",69718,64816
1718,14,"TAVERN",2,64842
1719,14,"TAVERN/LIQUOR STORE",587,64868
1720,14,"TAXICAB",174,64907
1721,14,"TRUCK",1,64934
1722,14,"VACANT LOT",5,64959
1723,14,"VACANT LOT/LAND",1348,64989
1724,14,"VEHICLE - DELIVERY TRUCK",1,65024
1725,14,"VEHICLE - OTHER RIDE SERVICE",10,65068
1726,14,"VEHICLE NON-COMMERCIAL",3980,65116
1727,14,"VEHICLE-COMMERCIAL",299,65158
1728,14,"VESTIBULE",1,65196
1729,14,"WAREHOUSE",486,65225
1730,14,"YARD",5,65254
1731,14,"YMCA",1,65278
1732,15,"",183,65302
1733,15,"ABANDONED BUILDING",740,65322
1734,15,"AIRCRAFT",36,65360
1735,15,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",36,65388
1736,15,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",33,65455
1737,15,"AIRPORT EXTERIOR - NON-SECURE AREA",35,65518
1738,15,"AIRPORT EXTERIOR - SECURE AREA",21,65572
1739,15,"AIRPORT PARKING LOT",29,65622
1740,15,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",54,65661
1741,15,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",38,65727
1742,15,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",7,65789
1743,15,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",28,65853
1744,15,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",208,65919
1745,15,"AIRPORT TRANSPORTATION SYSTEM (ATS)",4,65981
1746,15,"AIRPORT VENDING ESTABLISHMENT",33,66036
1747,15,"AIRPORT/AIRCRAFT",943,66085
1748,15,"ALLEY",7632,66121
1749,15,"ANIMAL HOSPITAL",42,66146
1750,15,"APARTMENT",29698,66181
1751,15,"APPLIANCE STORE",121,66210
1752,15,"ATHLETIC CLUB",493,66245
1753,15,"ATM (AUTOMATIC TELLER MACHINE)",261,66278
1754,15,"AUTO",44,66328
1755,15,"BANK",1652,66352
1756,15,"BAR OR TAVERN",316,66376
1757,15,"BARBER SHOP/BEAUTY SALON",2,66409
1758,15,"BARBERSHOP",456,66453
1759,15,"BASEMENT",1,66483
1760,15,"BOAT/WATERCRAFT",34,66511
1761,15,"BOWLING ALLEY",15,66546
1762,15,"BRIDGE",24,66579
1763,15,"CAR WASH",202,66605
1764,15,"CEMETARY",23,66633
1765,15,"CHA APARTMENT",1588,66661
1766,15,"CHA GROUNDS",1,66694
1767,15,"CHA HALLWAY",2,66725
1768,15,"CHA HALLWAY/STAIRWELL/ELEVATOR",1094,66756
1769,15,"CHA PARKING LOT",1,66806
1770,15,"CHA PARKING LOT/GROUNDS",2347,66841
1771,15,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",874,66884
1772,15,"CLEANING STORE",269,66937
1773,15,"COIN OPERATED MACHINE",47,66971
1774,15,"COLLEGE/UNIVERSITY GROUNDS",405,67012
1775,15,"COLLEGE/UNIVERSITY RESIDENCE HALL",77,67058
1776,15,"COMMERCIAL / BUSINESS OFFICE",3122,67111
1777,15,"CONSTRUCTION SITE",1668,67159
1778,15,"CONVENIENCE STORE",832,67196
1779,15,"CREDIT UNION",36,67233
1780,15,"CTA BUS",2494,67265
1781,15,"CTA BUS STOP",395,67292
1782,15,"CTA GARAGE / OTHER PROPERTY",510,67324
1783,15,"CTA PLATFORM",2106,67371
1784,15,"CTA STATION",122,67403
1785,15,"CTA TRACKS - RIGHT OF WAY",2,67434
1786,15,"CTA TRAIN",1251,67479
1787,15,"CURRENCY EXCHANGE",773,67508
1788,15,"DAY CARE CENTER",184,67545
1789,15,"DELIVERY TRUCK",50,67580
1790,15,"DEPARTMENT STORE",8680,67614
1791,15,"DRIVEWAY - RESIDENTIAL",686,67650
1792,15,"DRUG STORE",2230,67692
1793,15,"DUMPSTER",1,67722
1794,15,"FACTORY/MANUFACTURING BUILDING",448,67750
1795,15,"FEDERAL BUILDING",53,67800
1796,15,"FIRE STATION",34,67836
1797,15,"FOREST PRESERVE",27,67868
1798,15,"GANGWAY",1,67903
1799,15,"GARAGE",4,67930
1800,15,"GARAGE/AUTO REPAIR",1,67956
1801,15,"GAS STATION",2998,67994
1802,15,"GOVERNMENT BUILDING/PROPERTY",920,68025
1803,15,"GROCERY FOOD STORE",6069,68073
1804,15,"HALLWAY",4,68111
1805,15,"HIGHWAY/EXPRESSWAY",44,68138
1806,15,"HOSPITAL BUILDING/GROUNDS",1162,68176
1807,15,"HOTEL",2,68221
1808,15,"HOTEL/MOTEL",1116,68246
1809,15,"HOUSE",21,68277
1810,15,"JAIL / LOCK-UP FACILITY",50,68302
1811,15,"LAKE",1,68345
1812,15,"LAKEFRONT/WATERFRONT/RIVERBANK",66,68369
1813,15,"LIBRARY",646,68419
1814,15,"LIQUOR STORE",1,68446
1815,15,"MEDICAL/DENTAL OFFICE",595,68478
1816,15,"MOVIE HOUSE/THEATER",115,68519
1817,15,"NEWSSTAND",15,68558
1818,15,"NURSING HOME/RETIREMENT HOME",816,68587
1819,15,"OFFICE",4,68635
1820,15,"OTHER",14971,68661
1821,15,"OTHER COMMERCIAL TRANSPORTATION",213,68686
1822,15,"OTHER RAILROAD PROP / TRAIN DEPOT",330,68737
1823,15,"PARK PROPERTY",3676,68790
1824,15,"PARKING LOT",8,68823
1825,15,"PARKING LOT/GARAGE(NON.RESID.)",10506,68854
1826,15,"PAWN SHOP",33,68904
1827,15,"POLICE FACILITY/VEH PARKING LOT",760,68933
1828,15,"POOL ROOM",42,68984
1829,15,"PORCH",8,69013
1830,15,"RESIDENCE",52776,69038
1831,15,"RESIDENCE PORCH/HALLWAY",5864,69067
1832,15,"RESIDENCE-GARAGE",5150,69110
1833,15,"RESIDENTIAL YARD (FRONT/BACK)",3281,69146
1834,15,"RESTAURANT",5097,69195
1835,15,"RETAIL STORE",4,69225
1836,15,"SAVINGS AND LOAN",13,69257
1837,15,"SCHOOL YARD",1,69293
1838,15,"SCHOOL, PRIVATE, BUILDING",1064,69324
1839,15,"SCHOOL, PRIVATE, GROUNDS",421,69369
1840,15,"SCHOOL, PUBLIC, BUILDING",8963,69413
1841,15,"SCHOOL, PUBLIC, GROUNDS",4268,69457
1842,15,"SEWER",1,69500
1843,15,"SIDEWALK",40068,69525
1844,15,"SMALL RETAIL STORE",9426,69553
1845,15,"SPORTS ARENA/STADIUM",275,69591
1846,15,"STAIRWELL",1,69631
1847,15,"STREET",75263,69660
1848,15,"TAVERN/LIQUOR STORE",639,69686
1849,15,"TAXICAB",170,69725
1850,15,"TRUCK",1,69752
1851,15,"VACANT LOT",4,69777
1852,15,"VACANT LOT/LAND",1450,69807
1853,15,"VEHICLE - DELIVERY TRUCK",1,69842
1854,15,"VEHICLE - OTHER RIDE SERVICE",15,69886
1855,15,"VEHICLE NON-COMMERCIAL",3826,69934
1856,15,"VEHICLE-COMMERCIAL",311,69976
1857,15,"WAREHOUSE",561,70014
1858,15,"YARD",7,70043
1859,16,"",137,70067
1860,16,"ABANDONED BUILDING",694,70087
1861,16,"AIRCRAFT",30,70125
1862,16,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",38,70153
1863,16,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",28,70220
1864,16,"AIRPORT EXTERIOR - NON-SECURE AREA",46,70283
1865,16,"AIRPORT EXTERIOR - SECURE AREA",11,70337
1866,16,"AIRPORT PARKING LOT",26,70387
1867,16,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",80,70426
1868,16,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",35,70492
1869,16,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",4,70554
1870,16,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",32,70618
1871,16,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",184,70684
1872,16,"AIRPORT TRANSPORTATION SYSTEM (ATS)",4,70746
1873,16,"AIRPORT VENDING ESTABLISHMENT",55,70801
1874,16,"AIRPORT/AIRCRAFT",918,70850
1875,16,"ALLEY",7484,70886
1876,16,"ANIMAL HOSPITAL",29,70911
1877,16,"APARTMENT",30375,70946
1878,16,"APPLIANCE STORE",136,70975
1879,16,"ATHLETIC CLUB",574,71010
1880,16,"ATM (AUTOMATIC TELLER MACHINE)",215,71043
1881,16,"AUTO",35,71093
1882,16,"BANK",1426,71117
1883,16,"BAR OR TAVERN",414,71141
1884,16,"BARBERSHOP",476,71174
1885,16,"BOAT/WATERCRAFT",40,71204
1886,16,"BOWLING ALLEY",29,71239
1887,16,"BRIDGE",23,71272
1888,16,"CAR WASH",188,71298
1889,16,"CEMETARY",36,71326
1890,16,"CHA APARTMENT",1541,71354
1891,16,"CHA GROUNDS",1,71387
1892,16,"CHA HALLWAY",1,71418
1893,16,"CHA HALLWAY/STAIRWELL/ELEVATOR",978,71449
1894,16,"CHA PARKING LOT/GROUNDS",2236,71499
1895,16,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",727,71542
1896,16,"CLEANING STORE",277,71595
1897,16,"CLUB",1,71629
1898,16,"COACH HOUSE",1,71653
1899,16,"COIN OPERATED MACHINE",57,71684
1900,16,"COLLEGE/UNIVERSITY GROUNDS",334,71725
1901,16,"COLLEGE/UNIVERSITY RESIDENCE HALL",58,71771
1902,16,"COMMERCIAL / BUSINESS OFFICE",3181,71824
1903,16,"CONSTRUCTION SITE",1257,71872
1904,16,"CONVENIENCE STORE",828,71909
1905,16,"CREDIT UNION",24,71946
1906,16,"CTA BUS",2021,71978
1907,16,"CTA BUS STOP",353,72005
1908,16,"CTA GARAGE / OTHER PROPERTY",511,72037
1909,16,"CTA PLATFORM",2840,72084
1910,16,"CTA STATION",204,72116
1911,16,"CTA TRACKS - RIGHT OF WAY",2,72147
1912,16,"CTA TRAIN",1482,72192
1913,16,"CURRENCY EXCHANGE",777,72221
1914,16,"DAY CARE CENTER",184,72258
1915,16,"DELIVERY TRUCK",43,72293
1916,16,"DEPARTMENT STORE",9134,72327
1917,16,"DRIVEWAY",2,72363
1918,16,"DRIVEWAY - RESIDENTIAL",794,72391
1919,16,"DRUG STORE",2339,72433
1920,16,"FACTORY",1,72463
1921,16,"FACTORY/MANUFACTURING BUILDING",451,72490
1922,16,"FEDERAL BUILDING",54,72540
1923,16,"FIRE STATION",39,72576
1924,16,"FOREST PRESERVE",26,72608
1925,16,"GANGWAY",1,72643
1926,16,"GAS STATION",3255,72670
1927,16,"GAS STATION DRIVE/PROP.",4,72701
1928,16,"GOVERNMENT BUILDING/PROPERTY",798,72744
1929,16,"GROCERY FOOD STORE",6581,72792
1930,16,"HALLWAY",2,72830
1931,16,"HIGHWAY/EXPRESSWAY",42,72857
1932,16,"HOSPITAL BUILDING/GROUNDS",1036,72895
1933,16,"HOTEL",1,72940
1934,16,"HOTEL/MOTEL",1044,72965
1935,16,"HOUSE",24,72996
1936,16,"JAIL / LOCK-UP FACILITY",36,73021
1937,16,"LAKEFRONT/WATERFRONT/RIVERBANK",75,73064
1938,16,"LIBRARY",698,73114
1939,16,"LOADING DOCK",1,73141
1940,16,"MEDICAL/DENTAL OFFICE",522,73173
1941,16,"MOVIE HOUSE/THEATER",139,73214
1942,16,"NEWSSTAND",10,73253
1943,16,"NURSING HOME/RETIREMENT HOME",725,73282
1944,16,"OFFICE",1,73330
1945,16,"OTHER",14168,73356
1946,16,"OTHER COMMERCIAL TRANSPORTATION",163,73381
1947,16,"OTHER RAILROAD PROP / TRAIN DEPOT",337,73432
1948,16,"PARK PROPERTY",4107,73485
1949,16,"PARKING LOT",5,73518
1950,16,"PARKING LOT/GARAGE(NON.RESID.)",10596,73549
1951,16,"PAWN SHOP",57,73599
1952,16,"POLICE FACILITY/VEH PARKING LOT",828,73628
1953,16,"POOL ROOM",34,73679
1954,16,"PORCH",8,73708
1955,16,"RESIDENCE",48809,73733
1956,16,"RESIDENCE PORCH/HALLWAY",6068,73762
1957,16,"RESIDENCE-GARAGE",5285,73805
1958,16,"RESIDENTIAL YARD (FRONT/BACK)",3145,73841
1959,16,"RESTAURANT",4986,73890
1960,16,"RETAIL STORE",2,73920
1961,16,"SAVINGS AND LOAN",20,73952
1962,16,"SCHOOL YARD",2,73988
1963,16,"SCHOOL, PRIVATE, BUILDING",685,74019
1964,16,"SCHOOL, PRIVATE, GROUNDS",240,74064
1965,16,"SCHOOL, PUBLIC, BUILDING",3500,74108
1966,16,"SCHOOL, PUBLIC, GROUNDS",1727,74152
1967,16,"SIDEWALK",35524,74195
1968,16,"SMALL RETAIL STORE",9334,74223
1969,16,"SPORTS ARENA/STADIUM",266,74261
1970,16,"STAIRWELL",1,74301
1971,16,"STREET",71956,74330
1972,16,"TAVERN/LIQUOR STORE",780,74356
1973,16,"TAXICAB",162,74395
1974,16,"VACANT LOT",6,74422
1975,16,"VACANT LOT/LAND",1353,74452
1976,16,"VEHICLE - DELIVERY TRUCK",6,74487
1977,16,"VEHICLE - OTHER RIDE SERVICE",8,74531
1978,16,"VEHICLE NON-COMMERCIAL",3954,74579
1979,16,"VEHICLE-COMMERCIAL",240,74621
1980,16,"VESTIBULE",1,74659
1981,16,"WAREHOUSE",574,74688
1982,16,"YARD",8,74717
1983,17,"",143,74741
1984,17,"ABANDONED BUILDING",589,74761
1985,17,"AIRCRAFT",27,74799
1986,17,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",33,74827
1987,17,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",22,74894
1988,17,"AIRPORT EXTERIOR - NON-SECURE AREA",27,74957
1989,17,"AIRPORT EXTERIOR - SECURE AREA",11,75011
1990,17,"AIRPORT PARKING LOT",33,75061
1991,17,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",82,75100
1992,17,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",41,75166
1993,17,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",7,75228
1994,17,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",25,75292
1995,17,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",186,75358
1996,17,"AIRPORT TRANSPORTATION SYSTEM (ATS)",7,75420
1997,17,"AIRPORT VENDING ESTABLISHMENT",37,75475
1998,17,"AIRPORT/AIRCRAFT",883,75524
1999,17,"ALLEY",7358,75560
2000,17,"ANIMAL HOSPITAL",36,75585
2001,17,"APARTMENT",30586,75620
2002,17,"APPLIANCE STORE",129,75649
2003,17,"ATHLETIC CLUB",638,75684
2004,17,"ATM (AUTOMATIC TELLER MACHINE)",241,75717
2005,17,"AUTO",47,75767
2006,17,"BANK",1007,75791
2007,17,"BAR OR TAVERN",564,75815
2008,17,"BARBERSHOP",540,75848
2009,17,"BASEMENT",2,75878
2010,17,"BOAT/WATERCRAFT",36,75906
2011,17,"BOWLING ALLEY",32,75941
2012,17,"BRIDGE",21,75974
2013,17,"CAR WASH",184,76000
2014,17,"CEMETARY",25,76028
2015,17,"CHA APARTMENT",1550,76056
2016,17,"CHA HALLWAY/STAIRWELL/ELEVATOR",992,76089
2017,17,"CHA PARKING LOT",2,76139
2018,17,"CHA PARKING LOT/GROUNDS",2542,76174
2019,17,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",728,76217
2020,17,"CLEANING STORE",299,76270
2021,17,"COIN OPERATED MACHINE",52,76304
2022,17,"COLLEGE/UNIVERSITY GROUNDS",387,76345
2023,17,"COLLEGE/UNIVERSITY RESIDENCE HALL",77,76391
2024,17,"COMMERCIAL / BUSINESS OFFICE",3905,76444
2025,17,"CONSTRUCTION SITE",1089,76492
2026,17,"CONVENIENCE STORE",900,76529
2027,17,"CREDIT UNION",9,76566
2028,17,"CTA BUS",1636,76598
2029,17,"CTA BUS STOP",301,76625
2030,17,"CTA GARAGE / OTHER PROPERTY",454,76657
2031,17,"CTA PLATFORM",3019,76704
2032,17,"CTA STATION",221,76736
2033,17,"CTA TRACKS - RIGHT OF WAY",2,76767
2034,17,"CTA TRAIN",1617,76812
2035,17,"CURRENCY EXCHANGE",723,76841
2036,17,"DAY CARE CENTER",222,76878
2037,17,"DELIVERY TRUCK",31,76913
2038,17,"DEPARTMENT STORE",8543,76947
2039,17,"DRIVEWAY - RESIDENTIAL",865,76983
2040,17,"DRUG STORE",2090,77025
2041,17,"DUMPSTER",1,77055
2042,17,"FACTORY",1,77083
2043,17,"FACTORY/MANUFACTURING BUILDING",421,77110
2044,17,"FEDERAL BUILDING",32,77160
2045,17,"FIRE STATION",27,77196
2046,17,"FOREST PRESERVE",15,77228
2047,17,"GANGWAY",2,77263
2048,17,"GARAGE",1,77290
2049,17,"GAS STATION",3278,77316
2050,17,"GOVERNMENT BUILDING/PROPERTY",529,77347
2051,17,"GROCERY FOOD STORE",6305,77395
2052,17,"HALLWAY",2,77433
2053,17,"HIGHWAY/EXPRESSWAY",51,77460
2054,17,"HOSPITAL BUILDING/GROUNDS",871,77498
2055,17,"HOTEL/MOTEL",1136,77543
2056,17,"HOUSE",17,77574
2057,17,"JAIL / LOCK-UP FACILITY",49,77599
2058,17,"LAKEFRONT/WATERFRONT/RIVERBANK",89,77642
2059,17,"LIBRARY",615,77692
2060,17,"MEDICAL/DENTAL OFFICE",473,77719
2061,17,"MOVIE HOUSE/THEATER",130,77760
2062,17,"NEWSSTAND",13,77799
2063,17,"NURSING HOME/RETIREMENT HOME",722,77828
2064,17,"OTHER",14446,77876
2065,17,"OTHER COMMERCIAL TRANSPORTATION",140,77901
2066,17,"OTHER RAILROAD PROP / TRAIN DEPOT",307,77952
2067,17,"PARK PROPERTY",4681,78005
2068,17,"PARKING LOT",3,78038
2069,17,"PARKING LOT/GARAGE(NON.RESID.)",10969,78069
2070,17,"PAWN SHOP",32,78119
2071,17,"POLICE FACILITY/VEH PARKING LOT",788,78148
2072,17,"POOL ROOM",39,78199
2073,17,"PORCH",14,78228
2074,17,"RESIDENCE",49243,78253
2075,17,"RESIDENCE PORCH/HALLWAY",6001,78282
2076,17,"RESIDENCE-GARAGE",6430,78325
2077,17,"RESIDENTIAL YARD (FRONT/BACK)",3358,78361
2078,17,"RESTAURANT",5331,78410
2079,17,"RETAIL STORE",3,78440
2080,17,"RIVER",1,78472
2081,17,"SAVINGS AND LOAN",17,78497
2082,17,"SCHOOL, PRIVATE, BUILDING",661,78533
2083,17,"SCHOOL, PRIVATE, GROUNDS",185,78578
2084,17,"SCHOOL, PUBLIC, BUILDING",2070,78622
2085,17,"SCHOOL, PUBLIC, GROUNDS",1120,78666
2086,17,"SIDEWALK",33238,78709
2087,17,"SMALL RETAIL STORE",9104,78737
2088,17,"SPORTS ARENA/STADIUM",274,78775
2089,17,"STREET",78965,78815
2090,17,"TAVERN",1,78841
2091,17,"TAVERN/LIQUOR STORE",908,78867
2092,17,"TAXICAB",196,78906
2093,17,"VACANT LOT",3,78933
2094,17,"VACANT LOT/LAND",1250,78963
2095,17,"VEHICLE - DELIVERY TRUCK",1,78998
2096,17,"VEHICLE - OTHER RIDE SERVICE",12,79042
2097,17,"VEHICLE NON-COMMERCIAL",4382,79090
2098,17,"VEHICLE-COMMERCIAL",227,79132
2099,17,"WAREHOUSE",613,79170
2100,17,"WOODED AREA",1,79199
2101,17,"YARD",8,79230
2102,18,"",128,79254
2103,18,"ABANDONED BUILDING",525,79274
2104,18,"AIRCRAFT",38,79312
2105,18,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",31,79340
2106,18,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",21,79407
2107,18,"AIRPORT EXTERIOR - NON-SECURE AREA",34,79470
2108,18,"AIRPORT EXTERIOR - SECURE AREA",15,79524
2109,18,"AIRPORT PARKING LOT",28,79574
2110,18,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",49,79613
2111,18,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",30,79679
2112,18,"AIRPORT TERMINAL MEZZANINE - NON-SECURE AREA",5,79741
2113,18,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",32,79805
2114,18,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",184,79871
2115,18,"AIRPORT TRANSPORTATION SYSTEM (ATS)",5,79933
2116,18,"AIRPORT VENDING ESTABLISHMENT",48,79988
2117,18,"AIRPORT/AIRCRAFT",825,80037
2118,18,"ALLEY",8513,80073
2119,18,"ANIMAL HOSPITAL",40,80098
2120,18,"APARTMENT",31986,80133
2121,18,"APPLIANCE STORE",119,80162
2122,18,"ATHLETIC CLUB",632,80197
2123,18,"ATM (AUTOMATIC TELLER MACHINE)",234,80230
2124,18,"AUTO",50,80280
2125,18,"BANK",669,80304
2126,18,"BAR OR TAVERN",709,80328
2127,18,"BARBER SHOP/BEAUTY SALON",1,80361
2128,18,"BARBERSHOP",548,80405
2129,18,"BASEMENT",1,80435
2130,18,"BOAT/WATERCRAFT",53,80463
2131,18,"BOWLING ALLEY",43,80498
2132,18,"BRIDGE",24,80531
2133,18,"CAR WASH",183,80557
2134,18,"CEMETARY",10,80585
2135,18,"CHA APARTMENT",1623,80613
2136,18,"CHA GROUNDS",1,80646
2137,18,"CHA HALLWAY",2,80677
2138,18,"CHA HALLWAY/STAIRWELL/ELEVATOR",1337,80708
2139,18,"CHA LOBBY",1,80758
2140,18,"CHA PARKING LOT/GROUNDS",3278,80787
2141,18,"CHA PLAY LOT",1,80830
2142,18,"CHURCH/SYNAGOGUE/PLACE OF WORSHIP",857,80862
2143,18,"CLEANING STORE",381,80915
2144,18,"COIN OPERATED MACHINE",63,80949
2145,18,"COLLEGE/UNIVERSITY GROUNDS",280,80990
2146,18,"COLLEGE/UNIVERSITY RESIDENCE HALL",54,81036
2147,18,"COMMERCIAL / BUSINESS OFFICE",2631,81089
2148,18,"CONSTRUCTION SITE",768,81137
2149,18,"CONVENIENCE STORE",1008,81174
2150,18,"CREDIT UNION",17,81211
2151,18,"CTA ""L"" TRAIN",1,81243
2152,18,"CTA BUS",1379,81276
2153,18,"CTA BUS STOP",306,81303
2154,18,"CTA GARAGE / OTHER PROPERTY",474,81335
2155,18,"CTA PLATFORM",2220,81382
2156,18,"CTA STATION",174,81414
2157,18,"CTA TRACKS - RIGHT OF WAY",3,81445
2158,18,"CTA TRAIN",1306,81490
2159,18,"CURRENCY EXCHANGE",683,81519
2160,18,"DAY CARE CENTER",272,81556
2161,18,"DELIVERY TRUCK",25,81591
2162,18,"DEPARTMENT STORE",7257,81625
2163,18,"DRIVEWAY - RESIDENTIAL",1117,81661
2164,18,"DRUG STORE",1907,81703
2165,18,"ELEVATOR",1,81733
2166,18,"FACTORY/MANUFACTURING BUILDING",350,81761
2167,18,"FEDERAL BUILDING",18,81811
2168,18,"FIRE STATION",40,81847
2169,18,"FOREST PRESERVE",26,81879
2170,18,"GANGWAY",3,81914
2171,18,"GARAGE/AUTO REPAIR",1,81941
2172,18,"GAS STATION",3648,81979
2173,18,"GAS STATION DRIVE/PROP.",2,82010
2174,18,"GOVERNMENT BUILDING/PROPERTY",394,82053
2175,18,"GROCERY FOOD STORE",6460,82101
2176,18,"HALLWAY",6,82139
2177,18,"HIGHWAY/EXPRESSWAY",47,82166
2178,18,"HOSPITAL BUILDING/GROUNDS",824,82204
2179,18,"HOTEL/MOTEL",1230,82249
2180,18,"HOUSE",28,82280
2181,18,"JAIL / LOCK-UP FACILITY",52,82305
2182,18,"LAKEFRONT/WATERFRONT/RIVERBANK",70,82348
2183,18,"LIBRARY",341,82398
2184,18,"MEDICAL/DENTAL OFFICE",338,82425
2185,18,"MOVIE HOUSE/THEATER",183,82466
2186,18,"NEWSSTAND",12,82505
2187,18,"NURSING HOME/RETIREMENT HOME",686,82534
2188,18,"OTHER",14128,82582
2189,18,"OTHER COMMERCIAL TRANSPORTATION",113,82607
2190,18,"OTHER RAILROAD PROP / TRAIN DEPOT",349,82658
2191,18,"PARK PROPERTY",4868,82711
2192,18,"PARKING LOT",10,82744
2193,18,"PARKING LOT/GARAGE(NON.RESID.)",11740,82775
2194,18,"PAWN SHOP",35,82825
2195,18,"POLICE FACILITY/VEH PARKING LOT",886,82854
2196,18,"POOL ROOM",47,82905
2197,18,"PORCH",13,82934
2198,18,"PRAIRIE",1,82959
2199,18,"RESIDENCE",51418,82986
2200,18,"RESIDENCE PORCH/HALLWAY",6564,83015
2201,18,"RESIDENCE-GARAGE",7702,83058
2202,18,"RESIDENTIAL YARD (FRONT/BACK)",3816,83094
2203,18,"RESTAURANT",5939,83143
2204,18,"RETAIL STORE",9,83173
2205,18,"SAVINGS AND LOAN",20,83205
2206,18,"SCHOOL, PRIVATE, BUILDING",529,83241
2207,18,"SCHOOL, PRIVATE, GROUNDS",193,83286
2208,18,"SCHOOL, PUBLIC, BUILDING",1543,83330
2209,18,"SCHOOL, PUBLIC, GROUNDS",987,83374
2210,18,"SIDEWALK",39043,83417
2211,18,"SMALL RETAIL STORE",8322,83445
2212,18,"SPORTS ARENA/STADIUM",298,83483
2213,18,"STREET",93768,83523
2214,18,"TAVERN",1,83549
2215,18,"TAVERN/LIQUOR STORE",1314,83575
2216,18,"TAXICAB",240,83614
2217,18,"VACANT LOT",4,83641
2218,18,"VACANT LOT/LAND",1272,83671
2219,18,"VEHICLE - DELIVERY TRUCK",2,83706
2220,18,"VEHICLE - OTHER RIDE SERVICE",7,83750
2221,18,"VEHICLE NON-COMMERCIAL",5220,83798
2222,18,"VEHICLE-COMMERCIAL",223,83840
2223,18,"VESTIBULE",1,83878
2224,18,"WAREHOUSE",480,83907
2225,18,"YARD",5,83936
2226,19,"",115,83960
2227,19,"ABANDONED BUILDING",606,83980
2228,19,"AIRCRAFT",51,84018
2229,19,"AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA",18,84046
2230,19,"AIRPORT BUILDING NON-TERMINAL - SECURE AREA",23,84113
2231,19,"AIRPORT EXTERIOR - NON-SECURE AREA",34,84176
2232,19,"AIRPORT EXTERIOR - SECURE AREA",8,84230
2233,19,"AIRPORT PARKING LOT",21,84280
2234,19,"AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA",56,84319
2235,19,"AIRPORT TERMINAL LOWER LEVEL - SECURE AREA",22,84385
2236,19,"AIRPORT TERMINAL UPPER LEVEL - NON-SECURE AREA",30,84447
2237,19,"AIRPORT TERMINAL UPPER LEVEL - SECURE AREA",146,84513
2238,19,"AIRPORT TRANSPORTATION SYSTEM (ATS)",3,84575
